customer_id,gender,senior_citizen,tenure_months,contract_type,monthly_charges,total_charges,payment_method,avg_monthly_usage,usage_trend,support_tickets_last_3m,churn
CUST_77,Female,0,1,Two Year,77.58,77.58,Net Banking,354.4,Stable,1,0
CUST_78,Female,0,50,Month-to-Month,107.0,5350.0,UPI,317.3,Increasing,0,0
CUST_79,Male,0,26,One Year,79.08,2056.08,Debit Card,335.2,Stable,0,0
CUST_80,Female,0,9,One Year,70.7,636.3,UPI,168.2,Increasing,1,1
CUST_81,Male,0,41,Month-to-Month,22.89,938.49,Credit Card,252.0,Stable,0,1
CUST_82,Female,0,6,Month-to-Month,71.34,428.04,UPI,231.8,Increasing,2,1
CUST_83,Male,0,8,One Year,64.02,512.16,Net Banking,148.8,Increasing,0,1
CUST_84,Female,0,21,Month-to-Month,110.38,2317.98,Debit Card,357.7,Stable,3,0
CUST_85,Male,0,54,Two Year,75.34,4068.36,Net Banking,370.2,Stable,1,0
CUST_86,Male,0,26,Month-to-Month,89.56,2328.56,Debit Card,50.0,Stable,0,0
CUST_87,Female,0,8,Month-to-Month,105.1,840.8,Net Banking,298.5,Stable,3,1
CUST_88,Male,0,9,Month-to-Month,103.49,931.41,UPI,266.1,Decreasing,0,1
CUST_89,Female,0,23,Two Year,67.82,1559.86,Net Banking,237.6,Increasing,2,0
CUST_90,Female,0,5,Two Year,123.22,616.1,Credit Card,135.2,Stable,1,1
CUST_91,Female,0,5,Month-to-Month,57.35,286.75,Credit Card,306.1,Stable,0,0
CUST_92,Female,0,15,One Year,103.26,1548.9,Debit Card,301.9,Stable,1,0
CUST_93,Female,0,31,One Year,51.34,1591.54,Debit Card,262.3,Stable,4,0
CUST_94,Female,0,33,One Year,91.5,3019.5,UPI,380.9,Stable,0,0
CUST_95,Female,0,21,One Year,45.9,963.9,Net Banking,376.5,Decreasing,2,1
CUST_96,Female,0,37,Month-to-Month,85.47,3162.39,Credit Card,113.7,Stable,2,0
CUST_97,Female,0,59,Month-to-Month,48.65,2870.35,UPI,376.3,Decreasing,1,0
CUST_98,Female,0,12,Month-to-Month,44.08,528.96,Debit Card,204.4,Stable,1,0
CUST_99,Female,0,4,Month-to-Month,45.84,183.36,UPI,272.7,Decreasing,0,1
CUST_100,Male,0,14,Month-to-Month,82.45,1154.3,Debit Card,464.8,Decreasing,1,0
CUST_101,Male,0,8,Month-to-Month,82.36,658.88,Debit Card,295.7,Stable,1,1
CUST_102,Female,0,27,One Year,82.25,2220.75,UPI,402.8,Decreasing,1,1
CUST_103,Female,0,6,Month-to-Month,75.53,453.18,Net Banking,274.6,Stable,0,0
CUST_104,Female,0,18,One Year,57.9,1042.2,UPI,393.6,Decreasing,0,0
CUST_105,Female,0,8,One Year,51.96,415.68,Debit Card,294.6,Increasing,0,1
CUST_106,Female,0,15,Two Year,44.12,661.8,Credit Card,273.1,Decreasing,0,0
CUST_107,Female,0,19,One Year,42.63,809.97,Net Banking,312.3,Decreasing,0,0
CUST_108,Female,0,31,Two Year,100.33,3110.23,Net Banking,188.1,Decreasing,0,0
CUST_109,Female,0,19,Month-to-Month,43.53,827.07,Credit Card,248.5,Stable,1,0
CUST_110,Male,1,11,One Year,46.7,513.7,Net Banking,361.1,Stable,0,0
CUST_111,Female,1,34,Month-to-Month,45.05,1531.7,Debit Card,383.8,Stable,1,0
CUST_112,Male,1,20,One Year,36.83,736.6,UPI,208.8,Decreasing,0,0
CUST_113,Female,0,12,Month-to-Month,77.62,931.44,Debit Card,472.3,Decreasing,1,1
CUST_114,Female,0,31,One Year,56.6,1754.6,Net Banking,480.8,Stable,0,0
CUST_115,Male,0,23,Month-to-Month,65.91,1515.93,Credit Card,207.5,Stable,0,1
CUST_116,Female,0,29,Month-to-Month,67.09,1945.61,Net Banking,254.4,Stable,1,0
CUST_117,Male,0,43,One Year,77.22,3320.46,Debit Card,297.0,Stable,1,0
CUST_118,Female,0,7,Two Year,72.53,507.71,Net Banking,421.5,Increasing,2,0
CUST_119,Female,0,72,Month-to-Month,99.59,7170.48,Net Banking,357.3,Increasing,0,0
CUST_120,Male,0,27,Two Year,53.3,1439.1,Debit Card,269.4,Increasing,3,0
CUST_121,Female,0,6,Month-to-Month,55.2,331.2,Net Banking,173.6,Stable,0,0
CUST_122,Male,1,47,One Year,67.78,3185.66,Debit Card,104.3,Decreasing,1,0
CUST_123,Female,0,10,Two Year,68.17,681.7,Credit Card,328.6,Stable,0,0
CUST_124,Male,0,60,Month-to-Month,32.93,1975.8,Net Banking,482.0,Decreasing,1,1
CUST_125,Male,1,7,Month-to-Month,30.58,214.06,Credit Card,300.4,Decreasing,1,1
CUST_126,Female,0,18,Month-to-Month,66.48,1196.64,UPI,341.5,Stable,2,0
CUST_127,Female,0,35,Month-to-Month,104.64,3662.4,Net Banking,321.1,Stable,1,0
CUST_128,Male,0,31,One Year,107.12,3320.72,UPI,136.1,Stable,3,0
CUST_129,Female,0,25,One Year,42.07,1051.75,Credit Card,457.1,Increasing,2,0
CUST_130,Female,1,40,Two Year,59.24,2369.6,Credit Card,221.2,Decreasing,0,0
CUST_131,Female,0,13,Month-to-Month,74.06,962.78,Debit Card,220.0,Decreasing,1,0
CUST_132,Male,0,41,Month-to-Month,77.6,3181.6,UPI,346.6,Decreasing,1,1
CUST_133,Male,0,11,Month-to-Month,45.66,502.26,UPI,228.2,Increasing,0,1
CUST_134,Male,0,56,Two Year,112.56,6303.36,Debit Card,169.7,Stable,0,0
CUST_135,Male,1,12,Month-to-Month,55.74,668.88,UPI,396.8,Stable,1,1
CUST_136,Male,0,5,Two Year,79.22,396.1,Credit Card,312.8,Stable,1,0
CUST_137,Male,0,32,Month-to-Month,61.77,1976.64,Credit Card,395.9,Increasing,0,0
CUST_138,Male,0,22,One Year,61.89,1361.58,Credit Card,263.2,Stable,0,0
CUST_139,Male,0,25,Month-to-Month,88.92,2223.0,Credit Card,254.5,Stable,0,0
CUST_140,Male,1,15,Two Year,94.62,1419.3,Net Banking,325.3,Decreasing,0,1
CUST_141,Female,0,28,One Year,87.02,2436.56,Debit Card,335.2,Decreasing,1,0
CUST_142,Male,0,52,One Year,47.92,2491.84,Net Banking,235.8,Stable,2,0
CUST_143,Female,0,24,One Year,36.36,872.64,Net Banking,223.8,Stable,0,0
CUST_144,Female,0,4,Month-to-Month,136.51,546.04,UPI,390.7,Decreasing,2,1
CUST_145,Female,0,19,Month-to-Month,77.67,1475.73,Debit Card,333.4,Stable,1,0
CUST_146,Male,1,27,Two Year,47.55,1283.85,Net Banking,327.5,Stable,3,0
CUST_147,Male,0,58,Month-to-Month,93.56,5426.48,Net Banking,102.5,Stable,1,0
CUST_148,Male,1,33,Two Year,47.35,1562.55,Debit Card,325.8,Stable,3,0
CUST_149,Male,0,9,One Year,119.21,1072.89,Credit Card,337.2,Stable,2,0
CUST_150,Female,0,19,Month-to-Month,59.81,1136.39,Debit Card,268.0,Decreasing,1,1
CUST_151,Male,0,34,One Year,91.47,3109.98,Debit Card,356.5,Decreasing,1,0
CUST_152,Male,0,29,One Year,68.88,1997.52,Debit Card,230.7,Increasing,1,0
CUST_153,Male,1,30,One Year,31.9,957.0,Credit Card,334.3,Stable,1,0
CUST_154,Male,0,5,Two Year,45.4,227.0,Debit Card,147.5,Increasing,1,0
CUST_155,Male,0,32,Month-to-Month,50.81,1625.92,Credit Card,390.4,Stable,0,0
CUST_156,Female,0,23,Two Year,52.88,1216.24,Net Banking,222.8,Stable,1,0
CUST_157,Male,0,33,Month-to-Month,74.69,2464.77,Net Banking,343.4,Increasing,0,0
CUST_158,Female,0,22,Two Year,20.0,440.0,Credit Card,424.3,Decreasing,1,0
CUST_159,Male,0,17,Month-to-Month,74.86,1272.62,UPI,398.7,Increasing,0,0
CUST_160,Female,0,42,Month-to-Month,20.61,865.62,Debit Card,343.1,Stable,1,0
CUST_161,Male,0,28,One Year,78.95,2210.6,Net Banking,382.2,Decreasing,0,0
CUST_162,Male,0,6,Month-to-Month,49.99,299.94,Net Banking,449.4,Stable,1,0
CUST_163,Female,0,21,Two Year,73.37,1540.77,Credit Card,312.0,Decreasing,0,0
CUST_164,Female,0,15,Month-to-Month,36.65,549.75,UPI,397.0,Stable,2,1
CUST_165,Female,0,13,Month-to-Month,54.27,705.51,UPI,182.1,Decreasing,4,1
CUST_166,Male,1,28,Month-to-Month,20.0,560.0,UPI,227.9,Stable,5,0
CUST_167,Female,0,22,Month-to-Month,38.84,854.48,Credit Card,450.7,Increasing,0,1
CUST_168,Male,0,28,One Year,105.04,2941.12,Credit Card,275.2,Stable,2,0
CUST_169,Male,0,38,Month-to-Month,105.7,4016.6,Debit Card,247.5,Stable,0,0
CUST_170,Female,0,18,Month-to-Month,38.9,700.2,Net Banking,271.4,Stable,1,0
CUST_171,Female,0,37,Month-to-Month,61.54,2276.98,Net Banking,228.8,Decreasing,1,1
CUST_172,Male,0,11,Month-to-Month,81.46,896.06,Credit Card,283.0,Increasing,3,1
CUST_173,Male,0,44,Month-to-Month,72.01,3168.44,Net Banking,195.1,Stable,3,0
CUST_174,Female,0,12,One Year,55.6,667.2,Debit Card,243.2,Decreasing,0,0
CUST_175,Female,0,7,One Year,31.07,217.49,Credit Card,307.9,Decreasing,2,0
CUST_176,Female,0,26,One Year,91.93,2390.18,Net Banking,457.2,Stable,1,0
CUST_177,Male,1,19,Two Year,57.3,1088.7,UPI,295.5,Increasing,2,0
CUST_178,Male,0,21,Two Year,28.86,606.06,Credit Card,127.5,Decreasing,2,0
CUST_179,Male,0,6,Month-to-Month,68.87,413.22,Net Banking,400.6,Decreasing,2,1
CUST_180,Male,1,7,Month-to-Month,61.41,429.87,Net Banking,380.6,Increasing,1,1
CUST_181,Male,0,15,Two Year,57.28,859.2,Debit Card,220.6,Increasing,0,0
CUST_182,Male,0,32,One Year,73.16,2341.12,Debit Card,378.9,Decreasing,3,0
CUST_183,Female,0,15,Month-to-Month,64.68,970.2,UPI,286.8,Stable,0,0
CUST_184,Male,1,7,One Year,98.03,686.21,UPI,444.4,Increasing,1,0
CUST_185,Male,0,44,Two Year,47.17,2075.48,UPI,538.8,Stable,2,0
CUST_186,Male,1,7,Two Year,50.73,355.11,Debit Card,339.8,Stable,1,0
CUST_187,Female,0,21,Month-to-Month,89.29,1875.09,Net Banking,376.8,Decreasing,0,0
CUST_188,Male,0,33,Two Year,132.38,4368.54,Credit Card,460.3,Increasing,2,1
CUST_189,Male,1,14,Two Year,128.47,1798.58,Credit Card,396.1,Stable,2,0
CUST_190,Female,0,33,Month-to-Month,88.3,2913.9,Debit Card,345.5,Increasing,1,0
CUST_191,Male,0,55,Two Year,61.24,3368.2,Debit Card,289.1,Increasing,1,0
CUST_192,Male,0,32,Two Year,56.65,1812.8,Debit Card,186.6,Stable,2,0
CUST_193,Male,0,18,Month-to-Month,60.32,1085.76,Debit Card,272.3,Decreasing,1,0
CUST_194,Male,1,21,One Year,26.47,555.87,Credit Card,276.4,Stable,0,0
CUST_195,Male,0,2,Month-to-Month,87.07,174.14,UPI,302.2,Stable,1,0
CUST_196,Female,0,12,One Year,103.03,1236.36,Credit Card,116.7,Stable,1,0
CUST_197,Female,0,2,Two Year,66.62,133.24,Debit Card,264.0,Stable,3,1
CUST_198,Female,0,9,Month-to-Month,122.32,1100.88,UPI,274.1,Decreasing,0,1
CUST_199,Male,0,20,Month-to-Month,138.15,2763.0,Credit Card,160.7,Stable,1,0
CUST_200,Male,0,25,Two Year,92.13,2303.25,Debit Card,340.6,Increasing,0,0
CUST_201,Male,0,29,Two Year,53.24,1543.96,Debit Card,392.7,Increasing,0,0
CUST_202,Female,1,67,Month-to-Month,48.54,3252.18,Net Banking,299.6,Stable,0,1
CUST_203,Male,0,5,Two Year,89.35,446.75,Net Banking,175.8,Decreasing,0,1
CUST_204,Male,0,8,Month-to-Month,96.33,770.64,Debit Card,289.7,Increasing,1,0
CUST_205,Female,1,24,Month-to-Month,53.58,1285.92,Credit Card,373.3,Increasing,0,0
CUST_206,Male,0,35,One Year,41.01,1435.35,Net Banking,369.9,Stable,0,0
CUST_207,Female,0,11,One Year,27.23,299.53,Credit Card,295.3,Increasing,2,0
CUST_208,Female,0,22,One Year,43.91,966.02,Credit Card,341.0,Decreasing,1,0
CUST_209,Female,1,25,Month-to-Month,59.55,1488.75,Net Banking,236.5,Increasing,0,1
CUST_210,Male,0,58,Month-to-Month,97.26,5641.08,Debit Card,374.5,Stable,2,0
CUST_211,Male,1,5,Two Year,55.68,278.4,Net Banking,259.1,Increasing,1,0
CUST_212,Male,0,28,Month-to-Month,20.0,560.0,Credit Card,223.6,Stable,3,0
CUST_213,Male,0,35,Month-to-Month,53.62,1876.7,UPI,395.2,Stable,0,0
CUST_214,Male,0,30,Two Year,61.67,1850.1,Net Banking,313.3,Decreasing,1,0
CUST_215,Male,0,47,One Year,61.12,2872.64,UPI,308.2,Stable,0,0
CUST_216,Male,0,7,Month-to-Month,20.0,140.0,Debit Card,353.4,Increasing,0,1
CUST_217,Female,0,1,Month-to-Month,61.47,61.47,Net Banking,293.2,Increasing,2,1
CUST_218,Male,0,45,Two Year,103.0,4635.0,UPI,206.8,Decreasing,0,0
CUST_219,Female,0,14,Two Year,58.35,816.9,Debit Card,277.5,Stable,1,0
CUST_220,Male,0,18,Month-to-Month,53.13,956.34,Credit Card,151.0,Increasing,0,0
CUST_221,Male,0,20,One Year,50.7,1014.0,Debit Card,417.2,Stable,1,0
CUST_222,Male,0,22,Month-to-Month,73.83,1624.26,Debit Card,189.1,Increasing,1,0
CUST_223,Female,0,38,Two Year,31.92,1212.96,Credit Card,494.4,Stable,1,0
CUST_224,Female,0,27,Month-to-Month,41.66,1124.82,Debit Card,221.1,Decreasing,3,0
CUST_225,Female,0,5,One Year,98.05,490.25,Net Banking,361.6,Stable,3,1
CUST_226,Female,0,18,Month-to-Month,86.78,1562.04,Debit Card,487.8,Decreasing,1,0
CUST_227,Male,0,25,Month-to-Month,56.44,1411.0,UPI,326.1,Stable,1,1
CUST_228,Female,1,29,Two Year,82.16,2382.64,Debit Card,267.8,Stable,0,0
CUST_229,Male,0,17,Month-to-Month,47.01,799.17,UPI,303.2,Increasing,0,1
CUST_230,Male,0,12,Two Year,46.7,560.4,Debit Card,213.5,Stable,2,0
CUST_231,Female,0,39,Month-to-Month,46.19,1801.41,Net Banking,97.4,Stable,0,1
CUST_232,Female,0,14,Month-to-Month,30.76,430.64,Credit Card,359.6,Increasing,1,1
CUST_233,Female,0,31,Month-to-Month,67.63,2096.53,Credit Card,97.4,Increasing,0,1
CUST_234,Female,0,37,Month-to-Month,119.75,4430.75,UPI,163.2,Stable,0,0
CUST_235,Female,0,24,Month-to-Month,20.06,481.44,Debit Card,305.8,Increasing,0,1
CUST_236,Female,0,11,Two Year,112.15,1233.65,Debit Card,234.0,Stable,0,0
CUST_237,Female,0,27,One Year,20.0,540.0,Net Banking,349.1,Stable,0,0
CUST_238,Female,0,16,Two Year,82.48,1319.68,Debit Card,459.9,Stable,0,0
CUST_239,Male,0,72,Month-to-Month,23.57,1697.04,UPI,274.4,Stable,2,1
CUST_240,Female,0,36,Month-to-Month,82.78,2980.08,UPI,239.2,Stable,0,1
CUST_241,Female,1,35,Month-to-Month,49.68,1738.8,Net Banking,476.8,Increasing,1,1
CUST_242,Male,0,44,Two Year,87.95,3869.8,UPI,368.4,Decreasing,3,1
CUST_243,Female,0,2,Month-to-Month,49.88,99.76,UPI,392.4,Stable,2,1
CUST_244,Male,1,18,Month-to-Month,82.33,1481.94,Net Banking,384.5,Stable,0,0
CUST_245,Male,0,42,Month-to-Month,64.59,2712.78,UPI,275.3,Stable,0,0
CUST_246,Female,0,12,Month-to-Month,100.2,1202.4,UPI,262.4,Stable,1,1
CUST_247,Male,0,4,Month-to-Month,65.14,260.56,Credit Card,204.9,Stable,1,1
CUST_248,Male,1,22,Month-to-Month,75.17,1653.74,Net Banking,372.7,Increasing,1,1
CUST_249,Male,0,9,Month-to-Month,71.39,642.51,Credit Card,338.5,Decreasing,1,0
CUST_250,Male,0,10,Month-to-Month,91.83,918.3,Debit Card,364.6,Stable,0,1
CUST_251,Female,0,17,One Year,93.26,1585.42,Net Banking,112.9,Stable,1,0
CUST_252,Male,1,6,Two Year,70.9,425.4,Debit Card,393.1,Stable,1,0
CUST_253,Female,0,16,One Year,26.59,425.44,UPI,254.1,Stable,1,0
CUST_254,Male,0,24,Month-to-Month,45.52,1092.48,Credit Card,90.0,Increasing,3,1
CUST_255,Male,1,71,Month-to-Month,89.52,6355.92,UPI,170.1,Stable,0,0
CUST_256,Male,0,13,Two Year,31.18,405.34,Credit Card,249.9,Stable,1,0
CUST_257,Male,0,17,Month-to-Month,51.49,875.33,Credit Card,228.3,Decreasing,1,1
CUST_258,Female,0,30,Month-to-Month,54.64,1639.2,Credit Card,301.3,Decreasing,1,0
CUST_259,Female,0,15,Two Year,64.05,960.75,Credit Card,345.9,Decreasing,0,0
CUST_260,Male,1,11,Two Year,60.48,665.28,UPI,288.6,Decreasing,2,0
CUST_261,Male,0,43,Two Year,70.8,3044.4,UPI,252.8,Stable,4,0
CUST_262,Female,0,56,Two Year,43.13,2415.28,UPI,314.2,Stable,0,0
CUST_263,Male,0,15,Two Year,48.11,721.65,Credit Card,315.6,Increasing,2,0
CUST_264,Male,0,11,One Year,114.26,1256.86,Debit Card,426.9,Stable,0,0
CUST_265,Male,1,10,Month-to-Month,104.91,1049.1,UPI,238.9,Stable,1,0
CUST_266,Female,0,31,Two Year,82.68,2563.08,UPI,288.9,Stable,1,0
CUST_267,Female,0,47,Two Year,85.23,4005.81,Net Banking,464.8,Stable,2,0
CUST_268,Female,0,26,Month-to-Month,76.39,1986.14,Debit Card,178.0,Stable,2,0
CUST_269,Male,1,32,Month-to-Month,68.23,2183.36,UPI,263.5,Stable,1,0
CUST_270,Male,0,40,Month-to-Month,47.8,1912.0,UPI,208.6,Stable,2,1
CUST_271,Female,0,57,Two Year,105.77,6028.89,Net Banking,174.6,Increasing,0,1
CUST_272,Female,0,27,One Year,116.23,3138.21,Credit Card,322.5,Decreasing,1,0
CUST_273,Female,0,14,Month-to-Month,55.68,779.52,Debit Card,433.0,Decreasing,2,0
CUST_274,Female,0,34,Month-to-Month,96.94,3295.96,Debit Card,509.8,Increasing,1,1
CUST_275,Male,0,44,Two Year,58.54,2575.76,Net Banking,295.8,Stable,1,0
CUST_276,Female,0,16,One Year,49.52,792.32,Debit Card,350.5,Stable,1,0
CUST_277,Male,0,2,Month-to-Month,58.28,116.56,UPI,354.1,Increasing,1,1
CUST_278,Female,0,14,Month-to-Month,59.74,836.36,Debit Card,279.4,Stable,4,0
CUST_279,Male,1,6,Month-to-Month,84.09,504.54,Net Banking,428.1,Decreasing,0,0
CUST_280,Female,0,14,Month-to-Month,57.9,810.6,Credit Card,283.6,Stable,0,1
CUST_281,Female,1,18,One Year,90.39,1627.02,Net Banking,408.6,Increasing,2,0
CUST_282,Female,0,28,Month-to-Month,50.76,1421.28,Debit Card,264.3,Stable,0,1
CUST_283,Female,0,32,Month-to-Month,67.53,2160.96,Net Banking,184.7,Stable,0,1
CUST_284,Male,1,15,One Year,40.7,610.5,Net Banking,190.9,Decreasing,2,1
CUST_285,Female,0,30,Month-to-Month,36.41,1092.3,Debit Card,138.2,Stable,1,0
CUST_286,Male,0,28,Two Year,78.18,2189.04,Credit Card,426.3,Decreasing,2,0
CUST_287,Male,1,28,Month-to-Month,71.71,2007.88,UPI,427.7,Increasing,1,0
CUST_288,Male,0,10,Month-to-Month,57.5,575.0,Net Banking,228.6,Decreasing,1,0
CUST_289,Male,0,34,Month-to-Month,45.83,1558.22,Credit Card,193.2,Stable,2,1
CUST_290,Female,0,23,Month-to-Month,39.98,919.54,Credit Card,222.4,Decreasing,1,0
CUST_291,Male,0,19,Month-to-Month,77.96,1481.24,Net Banking,317.8,Increasing,1,0
CUST_292,Male,0,11,Month-to-Month,51.77,569.47,Debit Card,206.4,Stable,2,0
CUST_293,Male,0,15,One Year,109.88,1648.2,Debit Card,355.0,Increasing,0,0
CUST_294,Female,0,38,Month-to-Month,73.57,2795.66,Net Banking,269.6,Stable,3,0
CUST_295,Female,0,30,Month-to-Month,82.36,2470.8,Debit Card,408.4,Decreasing,1,0
CUST_296,Female,0,12,Two Year,104.44,1253.28,Debit Card,367.4,Stable,2,0
CUST_297,Female,0,22,Month-to-Month,48.52,1067.44,Credit Card,187.8,Decreasing,3,1
CUST_298,Male,0,29,One Year,80.45,2333.05,UPI,173.9,Increasing,3,0
CUST_299,Male,0,13,Month-to-Month,81.78,1063.14,UPI,320.8,Decreasing,1,0
